age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14,4,19108,11,8,4,14,3,2,1,0,0,39,39,0
8,4,10088,11,8,4,7,4,2,1,0,0,39,39,0
19,6,25619,10,15,4,10,1,4,1,0,0,29,0,1
9,0,8390,9,12,2,0,0,4,1,0,58,39,39,0
13,2,1615,9,12,2,10,0,4,1,0,0,39,39,0
22,7,9276,15,9,2,11,0,4,1,0,0,39,39,0
27,7,11829,11,8,0,1,4,4,0,0,0,37,39,0
51,4,3370,2,7,6,12,1,4,0,0,0,29,39,0
18,5,11836,9,12,2,12,0,4,1,0,0,49,39,0
47,4,19758,11,8,2,12,5,4,0,0,0,20,39,0
55,2,21743,11,8,2,4,0,4,1,31,0,9,39,0
25,4,5018,11,8,2,14,0,4,1,0,0,59,39,1
11,5,9759,11,8,2,3,0,4,1,0,0,49,39,0
48,0,21928,5,3,2,0,0,4,1,31,0,26,39,0
12,4,28518,11,8,3,13,3,2,1,0,0,39,39,0
21,7,22534,11,8,0,8,1,4,1,0,0,39,39,0
10,4,26406,11,8,4,7,3,4,1,0,0,44,39,0
28,7,15274,14,14,0,10,4,2,1,118,0,35,39,1
6,5,23674,11,8,4,1,1,4,0,0,0,39,39,0
10,6,1417,11,8,4,3,1,4,1,0,0,29,39,0
25,6,8561,15,9,2,3,0,4,1,0,0,39,8,0
3,4,24090,15,9,4,12,3,1,0,0,0,19,39,0
30,4,23315,9,12,2,4,5,4,0,0,0,39,39,1
16,4,22498,9,12,4,4,1,4,0,0,0,39,39,0
15,7,6284,14,14,2,10,0,4,1,0,0,73,39,1
51,0,421,11,8,6,0,1,4,0,0,0,11,39,0
14,4,8221,6,4,4,5,1,4,1,0,0,39,33,0
12,4,15995,7,11,0,6,1,4,0,0,0,39,39,0
6,4,21722,11,8,4,7,3,4,0,0,0,39,39,0
6,4,1041,11,8,2,6,0,4,1,0,0,39,39,0
27,2,16981,15,9,0,10,4,4,0,0,0,24,39,0
31,7,368,9,12,0,4,4,4,1,0,0,39,39,0
51,4,25905,15,9,2,1,0,4,1,0,0,39,39,0
20,4,20672,11,8,2,14,0,4,1,0,0,49,39,0
14,4,17610,11,8,0,12,4,3,0,0,0,39,26,0
45,4,11469,11,8,2,7,0,4,1,0,0,39,39,1
14,4,17210,2,7,4,12,3,4,1,0,0,31,39,0
