age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30,4,47607,15,0,12,1,4,1,0,0,75,39,0
41,4,426703,8,2,4,5,4,0,0,0,40,39,1
49,2,169035,11,1,0,1,4,1,100064,0,40,39,1
37,2,380560,11,0,11,2,4,0,100034,0,40,23,0
34,4,391046,9,2,4,0,4,1,4801,0,40,39,0
16,4,205934,11,4,8,1,4,1,0,0,36,39,0
21,0,172465,3,2,0,0,4,1,0,0,30,39,0
27,0,191739,3,4,0,3,4,1,0,0,40,23,0
63,1,184889,14,2,10,0,1,1,0,0,53,35,0
33,4,183946,9,1,5,1,4,0,0,0,38,25,1
60,2,124095,12,2,9,5,4,0,100153,0,40,39,1
36,4,256739,8,2,8,5,2,0,0,0,36,23,0
21,4,398616,11,4,1,1,2,1,0,0,40,39,0
44,5,282747,11,2,3,0,4,1,3853,0,54,39,0
19,4,107946,11,4,8,3,4,1,0,0,37,39,1
45,4,247073,9,0,3,1,4,1,0,0,49,39,0
17,4,174275,15,4,8,3,4,1,0,0,40,39,0
35,4,155815,15,0,4,4,4,0,5866,0,40,39,1
37,2,148672,12,0,10,1,4,0,0,0,57,39,1
33,4,188699,5,0,7,3,4,0,0,0,40,39,0
42,4,320298,15,0,12,4,4,0,0,0,40,39,0
33,4,225053,10,0,10,4,4,0,0,0,34,39,0
61,4,421837,10,2,1,0,4,1,14567,0,44,39,1
23,7,46147,15,4,0,3,4,1,0,0,40,39,0
59,5,148273,14,2,10,0,4,1,100124,0,55,39,1
42,4,283715,14,2,10,0,2,0,100131,0,60,39,1
44,4,323545,15,1,10,4,2,0,0,0,40,39,0
50,4,43697,13,0,11,4,4,0,0,0,40,39,0
58,6,181020,10,2,10,0,3,1,100082,0,71,23,1
46,4,167260,11,2,9,0,4,1,0,0,17,39,0
19,4,333103,2,4,8,3,4,0,0,0,22,39,0
22,4,55008,11,4,1,3,4,0,0,0,29,39,0
37,4,199522,10,2,2,0,2,0,100118,0,62,9,1
20,4,219979,9,4,1,3,1,0,0,0,20,35,0
53,8,75651,15,2,3,0,4,1,5014,0,47,39,0
52,5,327746,12,2,4,0,3,1,4867,0,34,39,1
38,2,300386,8,2,10,5,2,0,0,0,40,39,1
47,0,48158,7,4,0,2,2,0,0,0,36,39,0
41,2,338045,11,0,5,1,4,0,0,0,44,39,0
43,4,97182,10,0,4,4,4,0,0,0,66,39,0
30,5,171813,15,2,2,0,4,1,0,0,46,39,0
49,4,208947,10,1,7,4,2,0,0,0,36,39,0
64,8,246000,14,2,11,0,4,1,100035,0,60,39,1
36,2,185436,9,0,10,1,4,1,0,0,42,39,0
38,4,173984,15,0,6,1,4,1,0,0,61,23,0
40,2,167833,10,2,4,0,4,1,100092,0,55,39,1
36,6,276428,11,4,1,1,4,1,0,0,40,39,0
36,2,52968,15,4,10,3,4,1,0,0,30,39,0
47,4,38454,14,0,10,1,2,0,0,0,65,39,1
49,1,57934,9,4,10,3,4,1,0,0,3,39,0
50,1,193418,15,0,10,1,4,0,0,0,52,39,0
24,4,98482,1,4,6,3,2,1,0,0,40,35,0
34,4,181567,11,2,5,0,4,1,0,0,50,39,1
51,2,196594,11,2,10,0,4,1,0,0,66,39,0
50,1,81623,10,2,4,0,4,1,0,0,42,39,0
