age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14,4,5931,11,8.0,4,14,3,2,1,0.0,0,39,38,0
8,4,3060,11,8.0,4,7,4,2,1,0.0,0,39,38,0
9,0,2514,9,12.0,2,0,0,4,1,0.0,46,39,38,0
13,2,517,9,12.0,2,10,0,4,1,0.0,0,39,38,0
22,7,2805,15,9.0,2,11,0,4,1,0.0,0,39,38,0
27,7,3636,11,8.0,0,1,4,4,0,0.0,0,37,38,0
51,4,1042,2,7.0,6,12,1,4,0,0.0,0,29,38,0
18,5,3638,9,12.0,2,12,0,4,1,0.0,0,49,38,0
47,4,6139,11,8.0,2,12,5,4,0,0.0,0,20,38,0
55,2,6715,11,8.0,2,4,0,4,1,22.0,0,9,38,0
11,5,2956,11,8.0,2,3,0,4,1,0.0,0,49,38,0
48,0,6770,5,3.0,2,0,0,4,1,22.0,0,26,38,0
12,4,8470,11,8.0,3,13,3,2,1,0.0,0,39,38,0
21,7,6928,11,8.0,0,8,1,4,1,0.0,0,39,38,0
10,4,7963,11,8.0,4,7,3,4,1,0.0,0,44,38,0
6,5,7215,11,8.0,4,1,1,4,0,0.0,0,39,38,0
10,6,452,11,8.0,4,3,1,4,1,0.0,0,29,38,0
25,6,2568,15,9.0,2,3,0,4,1,0.0,0,39,8,0
3,4,7321,15,9.0,4,12,3,1,0,0.0,0,19,38,0
16,4,6918,9,12.0,4,4,1,4,0,0.0,0,39,38,0
51,0,121,11,8.0,6,0,1,4,0,0.0,0,11,38,0
14,4,2469,6,4.0,4,5,1,4,1,0.0,0,39,32,0
12,4,4937,7,11.0,0,6,1,4,0,0.0,0,39,38,0
6,4,6706,11,8.0,4,7,3,4,0,0.0,0,39,38,0
6,4,319,11,8.0,2,6,0,4,1,0.0,0,39,38,0
27,2,5256,15,9.0,0,10,4,4,0,0.0,0,24,38,0
31,7,108,9,12.0,0,4,4,4,1,0.0,0,39,38,0
51,4,7817,15,9.0,2,1,0,4,1,0.0,0,39,38,0
20,4,6406,11,8.0,2,14,0,4,1,0.0,0,49,38,0
14,4,5466,11,8.0,0,12,4,3,0,0.0,0,39,25,0
14,4,5332,2,7.0,4,12,3,4,1,0.0,0,31,38,0
8,4,5745,1,6.0,2,7,0,4,1,0.0,0,39,38,0
29,6,1152,11,8.0,6,8,2,4,0,0.0,0,39,38,0
41,4,917,11,8.0,2,4,0,4,1,0.0,0,44,38,0
33,4,2809,0,5.0,0,1,4,4,0,0.0,0,39,38,0
10,4,3805,9,12.0,2,4,0,4,1,0.0,0,39,38,0
15,4,3781,11,8.0,4,1,2,4,0,0.0,0,34,38,0
36,1,4495,11,8.0,0,13,4,4,1,0.0,0,39,38,0
13,4,3679,11,8.0,2,8,2,4,0,0.0,0,39,38,0
14,4,1335,0,5.0,0,7,1,4,1,0.0,0,39,38,0
53,4,4582,1,6.0,2,14,0,4,1,0.0,0,39,38,0
15,4,8094,9,12.0,4,10,1,2,0,0.0,0,39,38,0
5,2,2506,15,9.0,4,4,3,4,0,0.0,0,24,38,0
40,4,3713,8,10.0,0,4,4,4,0,0.0,0,49,38,0
9,4,7763,11,8.0,2,12,0,4,1,34.0,0,39,38,0
19,4,4067,15,9.0,2,7,0,4,1,0.0,0,39,38,0
40,4,2771,3,1.0,3,8,1,4,1,0.0,0,34,0,0
22,4,4208,11,8.0,4,1,1,4,0,0.0,0,39,38,0
14,4,3286,0,5.0,0,8,1,4,1,0.0,0,39,38,0
26,4,7844,15,9.0,0,6,1,2,1,0.0,0,39,38,0
17,4,1163,11,8.0,2,14,0,2,1,0.0,0,39,38,0
23,4,15,15,9.0,4,3,2,0,1,0.0,0,29,38,0
26,4,7552,11,8.0,0,3,1,4,1,0.0,0,39,38,0
2,4,709,11,8.0,4,12,3,4,0,0.0,0,34,38,0
26,4,3841,11,8.0,5,7,1,4,0,0.0,0,43,38,0
18,6,2201,15,9.0,2,3,0,0,1,0.0,0,59,38,0
1,0,4793,15,9.0,4,0,3,4,1,0.0,0,39,38,0
24,4,47,11,8.0,0,14,4,4,1,75.0,0,39,38,0
5,4,302,9,12.0,4,10,1,4,0,0.0,0,14,11,0
24,6,2305,15,9.0,4,12,3,4,1,0.0,0,39,38,0
29,5,1506,9,12.0,2,12,0,4,1,0.0,0,51,38,0
4,4,5120,11,8.0,4,5,3,4,1,0.0,0,44,38,0
30,0,4178,0,5.0,2,0,5,4,0,0.0,0,19,5,0
47,4,5515,11,8.0,6,1,1,4,0,0.0,0,39,38,0
34,4,3276,11,8.0,2,3,0,4,1,0.0,0,49,38,0
14,6,7865,10,15.0,4,10,3,4,0,0.0,0,47,38,0
14,1,3754,8,10.0,4,4,1,4,0,0.0,0,39,38,0
45,4,4150,2,7.0,2,4,0,4,1,0.0,0,29,38,0
22,6,2837,15,9.0,4,3,1,4,1,0.0,0,24,38,0
25,4,8012,11,8.0,2,14,0,4,1,0.0,0,29,38,0
21,4,5697,11,8.0,0,6,1,4,1,0.0,0,39,38,0
10,4,2363,15,9.0,4,1,4,4,0,0.0,0,49,38,0
34,6,3764,7,11.0,2,4,0,4,1,0.0,0,39,38,0
16,4,6868,8,10.0,0,12,1,4,1,0.0,0,24,38,0
41,4,2383,12,13.0,0,1,1,4,0,0.0,44,44,38,0
13,4,1318,11,8.0,2,7,0,4,1,0.0,0,39,38,0
6,4,7496,15,9.0,4,6,3,4,1,0.0,0,24,38,0
45,6,7105,12,13.0,3,12,1,4,0,0.0,0,19,38,0
17,4,321,15,9.0,0,7,1,4,0,0.0,0,39,38,0
6,4,6639,15,9.0,4,6,1,2,1,0.0,0,24,38,0
11,4,7799,9,12.0,4,4,1,2,1,18.0,0,49,38,0
3,2,6906,11,8.0,4,1,3,4,1,0.0,0,39,38,0
21,4,4284,9,12.0,4,12,1,4,0,0.0,0,41,38,0
9,0,3144,1,6.0,4,0,1,4,0,0.0,0,34,11,0
13,4,2091,11,8.0,4,4,1,4,1,0.0,0,49,38,0
8,4,7609,8,10.0,4,8,3,4,0,0.0,0,14,38,0
2,4,7114,15,9.0,4,3,3,4,1,3.0,0,39,38,0
14,6,5287,9,12.0,4,13,1,4,0,0.0,0,39,38,0
20,4,3965,1,6.0,5,12,4,2,0,0.0,0,39,38,0
22,4,3557,11,8.0,2,12,0,1,1,0.0,0,25,0,0
41,4,5735,6,4.0,4,6,3,4,1,0.0,0,39,8,0
3,4,2786,15,9.0,4,8,3,4,0,0.0,0,19,38,0
54,0,1796,15,9.0,2,0,0,4,1,43.0,0,19,38,0
7,2,3269,9,12.0,4,10,1,4,0,0.0,0,59,38,0
12,7,6265,11,8.0,4,1,4,4,0,0.0,0,39,38,0
25,2,4204,9,12.0,0,10,4,4,0,0.0,0,36,38,0
31,4,6813,11,8.0,2,3,0,4,1,0.0,0,44,38,0
20,4,5614,8,10.0,2,10,0,4,1,0.0,0,39,23,0
23,6,3696,12,13.0,2,12,0,4,1,38.0,0,49,38,0
3,0,269,15,9.0,4,0,1,0,0,0.0,0,27,38,0
25,4,4177,11,8.0,2,14,0,4,1,0.0,0,39,38,0
44,2,5240,9,12.0,2,10,5,4,0,0.0,0,29,38,0
37,7,3468,12,13.0,3,10,1,1,0,0.0,0,39,3,0
26,4,5008,15,9.0,2,10,5,3,0,0.0,0,5,32,0
3,0,6144,15,9.0,4,0,3,4,0,0.0,0,39,38,0
35,4,1982,11,8.0,0,3,4,4,0,0.0,0,39,38,0
7,4,7077,15,9.0,4,1,1,2,1,0.0,0,19,38,0
21,2,4142,9,12.0,2,10,0,4,1,0.0,0,37,38,0
10,6,6022,9,12.0,4,12,2,1,1,0.0,0,49,0,0
39,7,4099,7,11.0,4,1,1,4,0,0.0,0,44,38,0
39,4,6302,5,3.0,2,3,0,4,1,0.0,0,25,38,0
33,4,4827,13,0.0,4,8,1,2,0,0.0,0,39,14,0
1,0,3364,2,7.0,4,0,3,2,0,0.0,0,14,38,0
6,4,7808,11,8.0,4,12,1,4,1,0.0,0,39,38,0
45,4,4116,11,8.0,2,3,0,4,1,0.0,0,39,38,0
40,7,6082,9,12.0,2,4,0,3,1,0.0,17,36,38,0
17,6,6249,1,6.0,2,12,5,4,0,0.0,0,29,38,0
9,4,5229,11,8.0,2,1,5,4,0,0.0,0,39,38,0
26,4,6832,11,8.0,0,7,1,4,1,0.0,0,44,38,0
47,4,1320,15,9.0,6,13,4,4,0,0.0,0,39,38,0
5,4,8188,15,9.0,4,14,3,4,1,0.0,0,39,38,0
48,0,4898,11,8.0,2,0,0,4,1,0.0,0,9,38,0
6,4,1140,15,9.0,4,3,3,4,1,0.0,0,29,38,0
15,4,6928,15,9.0,4,3,1,4,0,0.0,0,39,38,0
10,4,2930,11,8.0,2,5,0,4,1,0.0,0,39,38,0
22,4,2791,11,8.0,4,10,1,4,1,0.0,0,49,38,0
8,4,3759,9,12.0,4,10,1,4,1,0.0,32,39,38,0
3,0,8015,15,9.0,4,0,3,4,1,0.0,0,31,38,0
