age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target
24,1,1,0,0,3381.0,1,0,2,14,8,262.0,3,0,0,3,0
19,9,1,1,0,3100.0,0,0,2,19,6,167.0,1,0,0,3,0
14,0,1,1,0,1839.0,1,0,0,16,0,819.0,3,0,0,3,0
35,1,1,0,0,1222.0,0,0,0,27,5,388.0,2,178,1,2,1
14,9,2,2,0,1173.0,1,0,2,1,6,183.0,4,0,0,3,0
10,0,2,1,0,880.0,1,0,0,17,8,379.0,0,0,0,3,0
23,10,1,1,0,916.0,0,0,0,30,5,846.0,13,0,0,3,0
18,0,2,1,0,4173.0,0,0,2,18,8,103.0,3,0,0,3,0
26,1,1,1,0,1152.0,1,0,2,11,8,596.0,0,0,0,3,0
10,1,2,1,0,2201.0,0,0,1,29,4,199.0,1,2,17,1,0
17,1,2,1,0,875.0,1,0,2,1,6,169.0,0,0,0,3,0
32,2,0,2,0,1231.0,0,0,0,7,4,249.0,0,116,1,0,0
13,7,1,1,0,916.0,0,1,0,20,9,208.0,0,0,0,3,0
37,5,1,1,0,2383.0,0,1,0,28,5,277.0,1,0,0,3,0
13,2,2,2,0,2860.0,0,0,0,3,3,112.0,2,0,0,3,0
26,9,0,1,0,589.0,1,0,2,6,8,171.0,0,0,0,3,0
18,4,2,2,0,917.0,1,0,0,12,8,131.0,0,0,0,3,0
52,4,1,2,0,5398.0,0,0,0,5,3,146.0,0,0,0,3,0
19,1,0,1,1,274.0,0,0,2,17,6,15.0,0,0,0,3,0
12,9,2,1,0,1694.0,1,0,0,17,8,22.0,1,343,2,0,0
31,3,0,0,0,1080.0,1,0,2,8,8,1071.0,4,0,0,3,0
17,10,2,1,0,916.0,0,0,0,29,5,740.0,2,0,0,3,0
19,4,2,2,0,3696.0,0,0,0,19,9,110.0,1,0,0,3,0
14,4,1,1,0,2393.0,1,0,0,17,9,111.0,0,0,0,3,0
26,9,0,1,0,916.0,1,0,0,6,5,835.0,3,0,0,3,0
45,9,1,1,0,1812.0,1,0,0,13,1,276.0,1,0,0,3,1
13,9,1,1,0,1355.0,0,0,2,3,10,5.0,0,0,0,3,0
11,4,1,1,0,1147.0,0,0,0,13,8,1066.0,0,13,1,0,1
20,2,0,2,0,6140.0,0,0,0,7,5,182.0,2,0,0,3,0
35,4,0,2,0,5234.0,0,1,0,16,9,560.0,1,0,0,3,0
12,9,2,2,0,1986.0,0,0,0,13,2,446.0,1,0,0,3,0
12,7,1,1,0,1095.0,1,0,2,27,8,64.0,0,0,0,3,0
14,9,1,1,0,1202.0,0,0,0,19,0,60.0,0,340,4,0,0
17,7,1,1,0,1546.0,1,0,2,6,8,17.0,1,0,0,3,0
10,8,2,2,0,1653.0,1,0,2,26,8,125.0,0,0,0,3,0
21,1,1,1,0,1179.0,1,0,0,17,9,365.0,0,0,0,3,0
38,1,1,0,0,916.0,1,0,0,16,5,82.0,0,0,0,3,0
14,9,1,2,0,3534.0,0,0,0,13,10,216.0,0,54,1,0,1
19,1,2,3,0,1133.0,0,0,0,22,11,272.0,1,0,0,3,1
11,0,2,3,0,1091.0,0,0,2,27,8,597.0,2,0,0,3,0
33,1,0,3,0,6535.0,1,0,2,28,8,117.0,0,0,0,3,0
20,1,1,1,0,1338.0,1,0,0,10,8,286.0,2,0,0,3,0
22,1,2,1,0,1982.0,1,0,2,20,8,171.0,0,0,0,3,0
16,0,2,1,0,4826.0,1,0,0,1,6,159.0,0,81,2,0,0
30,9,0,2,0,3209.0,0,0,0,26,1,129.0,6,0,0,3,0
11,1,1,3,0,1272.0,1,0,2,3,6,169.0,1,0,0,3,0
42,5,1,1,0,6242.0,0,0,0,15,7,279.0,0,191,7,1,1
25,7,1,0,0,3424.0,1,0,0,13,8,109.0,0,357,2,0,0
12,9,1,1,0,929.0,1,1,0,23,5,205.0,0,0,0,3,0
38,5,1,1,0,2588.0,1,0,2,14,8,79.0,0,0,0,3,0
20,1,2,1,0,915.0,1,0,2,6,8,72.0,0,0,0,3,0
10,8,2,1,0,2829.0,0,0,0,24,8,252.0,0,85,4,0,1
27,4,1,1,0,2050.0,0,1,0,8,3,102.0,3,0,0,3,0
38,7,1,1,0,1446.0,1,0,2,19,8,51.0,6,0,0,3,0
14,1,2,1,0,2331.0,1,0,0,16,0,645.0,0,342,1,0,0
18,1,0,1,0,905.0,0,0,2,4,6,152.0,1,0,0,3,0
16,7,1,1,0,864.0,0,0,2,12,1,12.0,0,0,0,3,0
37,5,0,2,0,468.0,1,0,0,22,5,1273.0,2,0,0,3,0
22,9,1,1,0,922.0,1,0,0,15,5,464.0,0,0,0,3,0
30,0,0,1,0,1211.0,1,0,0,16,9,123.0,0,161,2,2,0
16,1,2,0,1,914.0,0,1,0,6,5,199.0,0,0,0,3,0
21,10,1,0,0,2063.0,1,1,0,5,8,232.0,1,360,5,0,0
33,0,1,1,0,916.0,0,0,2,4,6,78.0,0,0,0,3,0
30,9,1,1,0,916.0,0,0,0,27,4,142.0,0,0,0,3,0
34,4,1,2,0,1165.0,1,1,1,6,8,100.0,0,0,0,3,0
8,9,2,2,0,2875.0,1,0,0,28,4,221.0,1,0,0,3,0
29,1,1,3,0,573.0,1,0,2,18,8,18.0,13,0,0,3,0
25,0,2,1,0,1649.0,1,0,0,24,8,282.0,0,184,3,2,1
39,5,1,1,0,965.0,1,1,0,24,1,93.0,3,0,0,3,0
18,4,1,2,0,916.0,0,0,0,26,1,558.0,10,0,0,3,0
36,1,1,1,0,157.0,1,0,2,6,8,799.0,0,0,0,3,0
9,9,0,1,0,1078.0,1,0,0,23,5,203.0,0,0,0,3,0
22,0,1,1,0,916.0,1,1,0,16,9,57.0,0,0,0,3,0
11,1,1,0,0,1159.0,0,1,0,10,5,109.0,1,0,0,3,0
23,6,0,2,0,4808.0,1,0,0,20,9,854.0,2,0,0,3,0
19,4,1,2,0,1571.0,0,0,2,27,8,244.0,2,0,0,3,0
11,4,2,2,0,1642.0,1,0,2,8,8,200.0,2,0,0,3,0
28,1,1,0,0,1208.0,1,0,0,19,0,386.0,1,231,4,0,0
35,2,1,2,0,1962.0,1,1,0,29,5,50.0,19,0,0,3,0
15,4,2,2,0,2347.0,0,0,0,29,0,94.0,0,82,2,0,0
32,2,1,2,0,6303.0,1,0,0,19,9,141.0,0,0,0,3,0
36,2,1,1,0,3628.0,0,0,2,5,6,94.0,0,0,0,3,0
41,7,1,0,0,947.0,0,0,2,15,6,41.0,2,0,0,3,0
19,4,0,2,0,916.0,1,0,0,5,1,99.0,4,0,0,3,0
19,9,1,2,0,6315.0,1,0,2,5,8,149.0,0,0,0,3,0
18,0,2,2,0,2481.0,0,0,2,16,6,433.0,1,0,0,3,0
25,9,2,1,0,1367.0,0,0,0,11,1,289.0,1,0,0,3,1
15,9,1,3,0,916.0,0,0,2,7,8,345.0,1,0,0,3,0
19,4,1,2,0,5834.0,0,0,0,6,11,337.0,0,183,1,2,1
34,4,2,2,0,953.0,0,0,0,6,5,1244.0,0,0,0,3,0
14,7,2,1,0,916.0,1,0,0,30,5,99.0,12,0,0,3,0
16,4,1,2,0,2686.0,0,0,0,4,3,99.0,0,90,3,2,0
15,4,2,2,0,1191.0,0,0,0,17,9,348.0,0,0,0,3,0
19,4,2,2,0,916.0,0,0,0,25,1,99.0,5,0,0,3,0
11,4,2,2,0,2799.0,0,0,0,27,5,97.0,5,0,0,3,0
18,1,1,0,1,85.0,1,0,2,28,8,216.0,6,0,0,3,0
26,9,1,0,0,1093.0,1,0,2,18,8,197.0,3,0,0,3,0
14,4,2,2,0,2085.0,1,0,2,20,8,322.0,1,0,0,3,0
36,5,1,0,0,1151.0,0,1,0,20,9,353.0,1,110,5,0,0
11,1,1,1,0,725.0,0,1,0,13,5,115.0,1,0,0,3,0
13,0,1,1,0,1293.0,0,0,0,30,5,384.0,3,0,0,3,0
18,0,1,2,0,916.0,1,0,0,21,5,62.0,0,0,0,3,0
31,4,0,1,0,5089.0,0,0,0,30,5,42.0,3,0,0,3,0
33,4,1,0,1,973.0,1,1,2,7,8,61.0,0,0,0,3,0
29,0,1,3,0,916.0,1,0,2,6,8,164.0,0,0,0,3,0
9,1,2,1,0,708.0,1,0,2,20,8,127.0,1,0,0,3,0
18,4,1,2,0,1285.0,0,0,0,7,1,75.0,1,0,0,3,0
29,6,1,1,0,2708.0,0,0,0,29,4,188.0,1,0,0,3,0
34,4,0,2,0,928.0,1,0,2,29,8,33.0,4,0,0,3,0
35,9,0,1,0,1667.0,1,0,2,15,8,343.0,3,0,0,3,0
38,6,1,1,0,1039.0,0,0,2,12,8,81.0,0,0,0,3,0
22,0,0,1,0,1136.0,1,0,0,17,8,197.0,1,0,0,3,0
22,2,1,1,0,2265.0,0,0,0,19,9,82.0,2,0,0,3,0
9,1,2,1,0,5398.0,1,0,2,29,8,435.0,1,0,0,3,0
18,9,1,1,0,1113.0,1,0,0,6,8,589.0,1,0,0,3,0
21,0,1,2,0,2238.0,1,0,0,23,11,157.0,2,464,1,1,0
20,9,2,1,0,1288.0,0,0,2,22,8,59.0,2,0,0,3,0
26,6,1,3,0,1596.0,1,0,1,29,5,84.0,3,0,0,3,0
19,7,1,0,1,443.0,1,1,0,5,8,222.0,1,165,3,0,0
20,9,2,1,0,2973.0,1,1,2,28,8,122.0,0,0,0,3,0
57,5,0,0,0,4473.0,1,0,0,3,3,136.0,2,0,0,3,1
25,1,1,0,0,518.0,1,1,0,11,8,205.0,1,303,1,0,0
4,8,2,1,0,3286.0,1,0,2,8,8,238.0,1,0,0,3,0
13,0,0,1,0,2126.0,0,0,0,15,5,350.0,0,0,0,3,0
14,1,1,1,0,45.0,1,0,2,26,8,157.0,1,0,0,3,0
20,2,1,2,0,1143.0,1,0,0,3,3,89.0,0,206,1,0,0
12,1,1,1,0,2688.0,1,0,2,27,8,116.0,11,0,0,3,0
13,2,2,1,0,953.0,0,0,0,7,1,73.0,1,0,0,3,0
15,4,2,2,0,1557.0,1,0,0,3,3,147.0,0,250,7,1,0
35,4,1,2,0,1513.0,0,0,2,21,3,392.0,0,0,0,3,1
27,7,1,1,0,1436.0,1,0,2,14,8,714.0,3,0,0,3,0
36,4,0,2,0,6696.0,1,0,0,20,2,267.0,1,0,0,3,1
24,4,1,3,0,1849.0,0,0,0,17,8,212.0,0,0,0,3,0
17,2,2,1,0,6760.0,1,0,2,20,8,272.0,1,0,0,3,0
13,3,1,0,0,732.0,1,0,0,23,5,326.0,0,0,0,3,0
54,5,0,0,0,916.0,0,0,1,27,1,359.0,0,0,0,3,0
49,5,0,1,0,1620.0,0,0,0,7,3,186.0,1,94,1,2,1
26,1,1,0,0,827.0,0,1,0,22,5,187.0,3,0,0,3,0
12,4,2,2,0,2602.0,1,0,0,14,8,251.0,0,0,0,3,0
16,1,1,0,0,919.0,1,0,0,12,8,369.0,1,0,0,3,0
18,1,0,1,0,1635.0,1,0,2,12,8,1046.0,0,0,0,3,0
25,9,1,1,0,1198.0,0,1,0,20,9,48.0,1,0,0,3,0
13,9,1,1,0,1057.0,0,0,0,19,1,110.0,1,0,0,3,0
10,0,1,1,0,669.0,1,1,0,29,4,121.0,0,237,2,0,0
18,6,2,2,0,1493.0,1,0,0,14,8,33.0,0,295,1,0,0
16,9,1,1,1,1007.0,0,0,0,28,1,67.0,3,0,0,3,0
22,1,1,0,0,1033.0,1,0,2,18,6,172.0,2,0,0,3,0
18,1,1,0,0,1188.0,0,0,2,10,6,222.0,1,0,0,3,0
18,1,1,1,0,916.0,1,0,1,7,8,91.0,1,167,2,0,0
13,0,2,1,0,959.0,0,0,2,0,5,484.0,0,0,0,3,0
14,1,2,1,0,998.0,1,0,0,27,5,86.0,3,0,0,3,0
35,9,1,2,0,1392.0,1,0,0,27,4,160.0,0,0,0,3,0
26,0,0,1,0,1313.0,1,1,0,15,3,127.0,0,254,1,1,1
37,4,1,2,0,1601.0,1,0,2,4,8,174.0,2,0,0,3,0
32,4,1,2,0,2727.0,1,0,0,19,0,6.0,0,0,0,3,0
12,2,1,0,0,3532.0,1,0,0,14,5,808.0,2,0,0,3,1
20,9,1,2,0,1348.0,1,0,0,14,8,10.0,1,370,1,1,0
33,1,1,1,0,942.0,1,0,2,4,8,79.0,0,0,0,3,0
42,6,2,1,0,1228.0,1,0,2,1,6,210.0,1,0,0,3,0
13,10,1,1,0,947.0,1,0,0,14,5,211.0,5,0,0,3,0
25,4,2,2,0,1862.0,0,0,1,27,1,40.0,0,0,0,3,0
