age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cluster,income
47,4,7881,10,9.000055292758585,2,6,0,3,1,0.0,0,43,38,101,1
18,2,8203,2,5.818832694338132,3,3,1,4,1,0.0,42,39,13,103,0
1,4,2382,9,5.814542362191554,4,14,3,4,1,0.0,0,39,38,1,0
22,4,2448,9,12.006425122411057,0,10,1,4,0,0.0,41,39,38,103,0
49,3,4091,7,10.982668066110918,2,7,0,4,1,0.0,43,43,38,103,0
18,4,1477,9,12.01648404375867,2,4,0,2,1,0.0,0,39,38,101,1
26,4,1242,7,3.1883208210989578,5,7,2,4,0,0.0,0,39,38,0,0
3,4,7770,5,4.0212493506084,4,6,3,4,1,0.0,0,39,38,0,0
39,4,5482,15,8.992819618106832,2,6,0,4,1,0.0,0,43,38,101,0
18,6,7664,15,8.991429689440025,2,3,0,4,1,87.21991729736328,0,58,38,101,1
27,4,3514,14,5.739153274814149,0,8,4,4,0,0.0,0,36,38,2,0
23,6,5135,10,7.995578267374405,2,3,0,4,1,0.0,31,46,34,103,0
3,6,4744,11,12.015912480822356,4,13,1,4,1,0.0,0,21,38,102,0
-2,4,1917,15,8.999675134237988,4,13,3,4,1,0.0,0,39,38,101,1
18,4,4877,8,5.908119868108198,2,10,0,4,1,0.0,41,51,38,103,0
34,4,4634,9,11.968782585093589,2,10,0,4,1,0.0,39,44,38,103,1
36,4,4407,15,7.993470353295354,0,8,1,4,0,0.0,32,39,38,2,0
43,4,4177,15,9.000185113862004,2,3,0,4,1,0.0,0,50,38,101,1
50,4,4431,7,13.020535414750245,2,4,0,4,1,0.0,0,67,38,102,0
-1,4,2663,5,3.862520741038775,4,11,3,4,0,0.0,0,39,38,0,0
31,6,8414,2,5.5500434293676335,2,14,0,4,1,0.0,0,-1,38,100,0
42,4,7489,2,2.0992130962535125,2,5,0,2,1,0.0,0,39,34,100,0
22,4,3755,11,7.999420094165189,0,12,1,4,0,0.0,0,39,38,1,0
22,1,2632,11,7.998880191892545,2,7,0,1,1,0.0,0,39,3,100,0
33,4,3690,14,14.143728963723927,2,5,0,4,1,0.0,0,40,38,101,1
42,4,6411,6,3.2782672181141392,0,6,1,4,1,0.0,44,39,38,103,0
13,6,4230,15,9.001614617082225,3,3,1,4,1,0.0,25,51,38,103,0
18,4,4221,9,11.97695364753342,2,4,0,4,1,0.0,0,56,38,101,1
1,4,6434,9,11.964370259274094,4,13,3,2,1,88.73938751220703,0,49,38,101,1
51,2,5036,7,3.014059762996627,3,1,4,3,0,0.0,0,44,34,102,0
21,4,5876,12,8.000913601676487,1,8,1,2,0,0.0,39,29,38,103,0
